review,sentiment
"There wasn't a day in 2002 where i wasn't chased by a scarecrow I felt that this film handled a serious issue well<br /><br />It brought back a lot of memories as it was so realistic<br /><br />Even today I have nightmares about corn on the cob, and can't even go near the tinned stuff in fear of my life<br /><br />I have to admit though, at one point in the film I did have to turn it off as it hit too close to home<br /><br />For those of you who have never been attacked by a scarecrow, by watching this film you could be educated about how it felt for us victims <br /><br />This film teaches us not to take life for granted or to mess with corn, believe me, I've been there and I have the scars <br /><br />Watch the film, its amazing and educational",positive
"I am not a movie maker but I know it is hard to tell a story and draw people into it in only seven short minutes. I think a good movie is one you don't want to end. Eric did a great job of developing the charater of the microbe and making him seem ""human"". Loved the music and the voice used for the microbe. I am looking forward to seeing what Eric has in store for us in future films. This is one movie I didn't want to see end. Great job.",positive
Well unlike most people.... I went into this movie expecting it to not be that good and it turned out to be an awesome film. Pretty cool plot I love the idea of it but what really made this movie was the actors. they all did an incredible job and it was pretty cool to see fishburn and dillon work together. It's a movie where you go in thinking right away you will be able to predict whats going to happen but it doesen't quite turn out how you predicted. I don't want to give away anything about the story so I wont... but I suggest giving this one a chance. If you saw the movie Money Train and enjoyed that you would love this movie. Maybe everything Lawrence Fishburn touches is gold?,positive
"I searched out this one after seeing the hilarious and linguistically challenging ""Clueless"" (1995), perhaps Alicia Silverstone's best known effort from early in her film career. ""True Crime"" has Kevin Dillon, which should be helpful in improving most film projects. In fact everyone in the cast does a good job . The only disappointment I think the movie has for me is an awkward ""feel"" to some of the scenes, coming from the need to run a quite uncompromising, grown up theme as part of what in tone starts out as a schoolgirl adventure.<br /><br />Alicia Silverstone is pretty good in this one. She carries off well the naive enthusiasm and growing unease that affects Mary Giordano as she manoeuvres towards the truth behind the serial murders. I reckon her characterization of MG has some mileage in it too. The inference of the story line is that she goes on to a career in law enforcement. It could be really interesting for an older Silverstone to revisit Giordano at a time of crisis later in the officer's life. Just a thought!<br /><br />""True Crime"" shows its director in a good light. Pat Verducci also has the writing credit. I don't know of any other film work PV has done. I can only wonder what happened after such a promising start.<br /><br />Like most productions, this one has a largely unknown supporting cast, although Bill Nunn (Detective Jerry Guinn) is hardly that. Over the past decade he seems to have been able to secure an impressive number of screen appearances. I recall seeing him recently in ""Carriers"" (1998), a made for TV presentation with a military theme. Bill Nunn played ""Captain Arends"". Fans of the classic US TV comedy show ""Who's the Boss"" may also have an interest in ""Carriers"" because the leading player is Judith Light, remembered with affection by many because of her lengthy involvement with the show.<br /><br />""True Crime"" could easily not have worked, but it does OK. I think it is an entertaining story worth seeing.",positive
"Three scumbags get their just deserts after wasting their lives in greed, drugs, ego, and bad attitudes. Interesting and well done; this style of film always makes me wonder where reality leaves off and imagination takes over. Even though these folks were the scum of the earth I still found myself pitying them. They never really stood much of a chance.",positive
"As a longtime admirer of the 2001 film ""Moulin Rouge"" and a more recent admirer of Jean Renoir's film-making, I knew that I'd inevitably watch his ""French Cancan"" sooner or later. The movie tells a fictionalized story of the opening of the Moulin Rouge nightclub. The impresario Danglard (Jean Gabin) tries to turn Montmartre laundress Nini (Françoise Arnoul) into a cancan star, without arousing the wrath of his tempestuous mistress, the belly-dancing Lola (Maria Felix). This is just one of several love triangles in ""French Cancan""--true to stereotype, these French showbiz folk are always falling in love.<br /><br />Renoir directs with his typical gentle humor and attention to supporting characters, and also wrote the lyrics to a beautiful waltz song prominently featured in the movie. Gabin perfectly incarnates the aging French playboy hero. Arnoul is a cute redhead who holds her own in the dance numbers, except for a few trick shots where a double is obviously used.<br /><br />""French Cancan"" is billed as a musical comedy and while there are lots of musical numbers that take place on the nightclub stage, etc., only one character, Casimir, ever breaks into song in the middle of conversation. The actor who plays him, Philippe Clay, is fun to watch--a really tall, skinny young man who sings, dances, and does contortions.<br /><br />The movie ends with a long cancan sequence, as all the characters learn to triumph over their problems and make art together. The dancing is much more brightly lit and coherently edited than in ""Moulin Rouge""; in fact, if I have one complaint about ""French Cancan,"" it's that the whole thing is a little too Technicolor. Even when Nini experiences heartbreak or someone sings a melancholy song, the lighting is bright and flat, no shadows intruding. Yes, the result is a cheerful and warmhearted musical comedy; it's just that I can't help thinking that things weren't ever this colorful and innocent in real life.",positive
"Director Alfred Green's melodrama ""Baby Face"" with Barbara Stanwyck ranks as one of the more notorious of the Pre-Code movies. These films were produced before the Production Code Administration had the power to enforce its rules in 1934. ""Inspiration"" scenarist Gene Markey and ""Midnight Mary"" scribe Kathryn Scola penned the screenplay, based on Mark Canfield's story, about the rise and fall of a girl who used her sexual charms to acquire wealth and position in society. Incidentally, Mark Canfield was a pseudonym for producer Daryl F. Zanuck. These Pre-Code films today seem tame, but they aroused controversy galore and contained more racy material than most movies until the late 1950s when the Code began to erode. The themes that the filmmakers explore are women versus men, women versus women, and women versus society. Our crafty protagonist does enough skulduggery that all themes are about equal.<br /><br />Lily's worthless father Nick Powers (Robert Barret of ""Distant Drums"") operates an illegal speakeasy bar during Prohibition, when the Thirteen Amendment outlawed liquor, and brews his own booze in a still out back. Nick is such as an obnoxious fellow that he pimps out her beautiful, but hard-working daughter Lily (Barbara Stanwyck of ""Night Nurse""), but Lily refuses to help her father out with a sleazy local politician. The politician. Ed Sipple (Arthur Hohl of ""Private Detective 62"") vows to retaliate for Lily's refusal to accommodate him. Later, Nick chews his rebellious daughter out. Lily reproaches him. ""Yeah, I'm a tramp and who's to blame? My father, a swell start you gave me, nothing but men, dirty, rotten men. And you're lower than any of them."" No sooner has she stormed off than Nick dies when his still blows up and kills him. Lily and her African-American maid Chico (Theresa Harris of ""Arrowsmith"") pack their bags and catch a ride of the first freight leaving town.<br /><br />No sooner have our heroines arrived in New York than Lily uses her charm to get a job in a bank. Visually, director Green shows Lily's shrewd ascension up the ladder with camera angles that move upward until Lily's sexuality threatens to destroy the bank. At one point, Lily breaks up a marriage between one bank officer, Ned Stevens (Donald Cook of ""The Public Enemy"") and his fiancée, Anne Carter (Margaret Lindsay of ""Cavalcade"") after Stevens had almost fired her for flirting with her boss, Brody (Douglas Dumbrille of ""His Women"") in the employee restroom. Lily is extremely shrewd and manages to emerge from each debacle better off than before. The board of trustees hires Courtland Trenholm (George Bent of ""Jezebel"") to take over as president of the bank. The first thing that Trenholm does is pay off Lily instead of letting her publish her diary entries about the higher ups at the bank. Moreover, Trenholm ships Lily off to their branch bank in Paris where Lily doesn't create any commotion until Trenholm arrives and they become romantically attached. Lily fights tooth and nail for everything that she has gotten and hates to throw it all away, but she sacrifices everything at the end for her husband.<br /><br />Ironically, Lily winds up back in the same town that she started out in, but Trenholm and she are happy now. ""Baby Face"" qualifies as one of the five best Pre-Code movies. Look for John Wayne dressed up in a suit and tie in one scene.",positive
"I've never laughed and giggled so much in my life! The first half kept me in stitches; the last half made me come completely unglued! I think I giggled for 15 minutes after the tape was over.<br /><br />His timing and delivery for his stories is almost unequaled. And though he talks fast, you catch every joke. Which is probably why my ""laugh center"" was so overwhelmed; it took an extra 15 minutes to laugh at everything.<br /><br />",positive
"This film is NOT about a cat and mouse fight as stated in the other comment. Its about a cat that has used up 8 of its 9 lives and now lives in fear of loosing its last one. The cat is jumpy and scared to death all of the time, hence the name 'fraidy cat'. Fraidy Cat's previous lives haunt him as ghosts which are from different era's in time and are constantly trying to kill him off, but he is most fearful of the ninth life which is represented as a cloud in the shape of a number 9 and spits out lighting bolts. very old now but would still be fun for the kids if you got hold of a copy. <br /><br />i watched this movie almost every day as a child :o)",positive
"Hard Justice is an excellent action movie! The whole movie is really nothing but shooting and fighting but it does have a very good vampire plot! For the people who say they don't make shoot em ups and fighting films like they use to. Well, this one is really hard-core! Don 'The Dragon' Wilson is excellent and his character is really cool in the movie. Nicholas Guest was very good as well and he arguably steals the show! He really performs as a fantastic villain! Melanie Smith was also good. I think that this very fine looking actress is very underrated. Michael Cavanaugh was good. It was really cool to see Vince Murdocco in this film! As for the action, it is truly awesome with all of the gun fights and the super cool fighting scenes. The fighting in this picture is really some of the greatest I have seen! There is so much that happens in the 86 minute run time. For the action fans you will be blown away by all of the fire power and superb fighting that this film has to offer! Night Hunter is a movie that isn't easy to locate and if you are at a video store and you see it for sale buy it up because this movie is big keeper and plus the box is cool! There is a ton of action that has to be seen to be believed! Look and see if you can find some good deals on Ebay, Half.com, Amazon.com's Z-Shops and Market Place Sellers! In My opinion Night Hunter is one of the greatest fighting films that I have ever watched and the characters are so neat. If you like Don 'The Dragon' Wilson and want to see Nicholas Guest in a great performance then I strongly recommend that any action movie fan who loves shoot em ups, fighting movies, and vampire films and has been disappointed by other movies that has the look of a true non stop action flick but fails to deliver it to get and buy Night Hunter today!",positive
The first time you see The Second Renaissance it may look boring. Look at it at least twice and definitely watch part 2. It will change your view of the matrix. Are the human people the ones who started the war ? Is AI a bad thing ?,positive
"Haven't seen any of the Japanese Grudge-films, but I really enjoy this one. I rarely get SCARED when watching films. I can jump, if the effect and sound is startling enough, but getting scared from a movie is a rare thing for me. But I did get scared from Grudge. Maybe because I didn't expect anything at all when I watched it. I didn't expect getting scared. I didn't know anything about it either. That was probably a good thing.<br /><br />This is a film that you, apparently, either love or hate. Most people seem to compare it to the Japanese Grudge-films, but even though I haven't seen them, I believe it isn't right to compare any film, actually. This film stands on it its own.<br /><br />The story is weak, most people say. I don't agree. The story is minimalistic, and done so on purpose. The story-telling techniques used - the broken time frame for instance - is perfectly done. The director knows exactly what he's doing, and I believe he got his vision through as he wanted it.<br /><br />I gave this film 8 of 10. It is a film you will enjoy watching, or hate. It's as simple as that.",positive
"I hate to admit it, but I didn't find it to be one of Hitchcock's best but nonetheless a riveting, climatic thriller. In a remake of Hitchock's 1934 movie of the same title, Dr. Ben McKenna (James Stewart)  the man who knows too much - and his wife Jo McKenna (Doris Day) are holidaying in Morocco with their son Hank (Christopher Oslen) when there is a case of mistaken identity and caught up in the web of an assassination plot. The conspirators go to extreme lengths to prevent them from interfering with their plot: kidnapping their beloved Hank.<br /><br />I found it surprising that Doris Day, who I usually associate with Rock Hudson comedies, was cast in a Hitchcock film. As I was watching it, I soon realized that this was more of a family film compared to Hitchcock's other works (example: Psycho) and she had singing ability needed to pull off ""Que Sera Sera"", which she did beautifully. She was well cast as herself and James Stewart had chemistry, which helped make the couple believable.<br /><br />In comparison to the great director's other works I believe this isn't as good, but it is still a exceedingly entertaining family thriller/mystery. There is also the added bonus of Que Sera Sera, which turned out to be a smash hit for Doris Day. Well directed, well acted. A fine film.",positive
"I've got to say it. Gary Busey saved this film. If it were not for his fine acting talents this film would have been sub par. I recommend the film but just barely.<br /><br />The biggest difficulty with the film is its broad disregard for historical, geographical and physical accuracy. For example, why is Lubbock green and hilly? How come Buddy's producer Petty ignored? Where are the daily trips to the Clovis, New Mexico studio? Why is Nashville treated as a racist hate camp out to destroy the Holly sound? Why was Buddy's two week courtship to Maria treated as a complex, taboo, race mixing stereotype? Why are Buddy's tile boxes as light as feathers? Finally, why are the Crickets portrayed as trouble making roadblocks to Holly's talent?<br /><br />Taken on their face these inaccuracies should spell doom for any film proclaiming itself, ""The Buddy Holly Story."" However, Busey does deliver a stirring portrayal as the man whose death eventually led to the day the music died.",positive
"This movie has a twist that caught me off-guard. It made me go over the scenes in my mind to see if there were any clues along the way. Loved the gorgeous Roy Thinnes and Joan Hackett's skillful acting. The beautiful, haunting music stays with me as well as the intriguing story.",positive
"Another small piece of the vast picture puzzle of the Holocaust is turned face up in this docudrama about the Rosenstrasse Protest in Berlin, an event I had not known of, that began in late February, 1943. The details are given in an addendum that follows this review.<br /><br />The film narrative sets the story of this protest within another, contemporary story that begins in New York City, in the present. Here a well off, non-observant Jewish woman, whose husband has just died, shocks her children and others by insisting on an extremely orthodox mourning ritual. She goes even further, demanding that her daughter's non-Jewish fiancé leave the house.<br /><br />The distressed daughter, Hannah (Maria Schrader) then learns for the first time from an older cousin that during WWII, in Berlin, her mother, then 8 years old, had been taken in and protected by an Aryan woman. Hannah drops everything, goes to Berlin, and finds this woman, Lena Fischer, now 90. Hannah easily persuades the woman to tell her story. It all seems rather too pat.<br /><br />The film thereafter improves, focusing through long flashbacks primarily on the events of 1943 that surrounded the protest, in which the fictitious central character is the same Mrs. Fischer at 33 (played magnificently by Katja Riemann), a Baroness and accomplished pianist who is married to Fabian (Martin Feifel), a Jewish concert violinist, one of the men detained at the Rosenstrasse site.<br /><br />The narrative does briefly weave back to the present from time to time and also ends in New York City once again. While scenes in the present are color saturated, the 1943 scenes are washed out, strong on blue-gray tones.<br /><br />The quality of acting is generally quite good, what we might expect given the deep reservoir of talent in Germany and the direction of Margarethe von Trotta, New German Cinema's most prominent female filmmaker, herself a former actress.<br /><br />The story of the protest is told simply. Only one feature is lacking that would have helped: still-text notes at the end indicating the eventual outcome for those people taken into custody at Rosenstrasse, an outcome that was, as the addendum below makes clear, incredibly positive.<br /><br />""Rosenstrasse"" has not fared well in the opinions of most film critics. Overly long, needlessly layered, purveyor of gender stereotypes, manipulative with music: so go the usual raps. It is too long. But I found in this film an austere, powerful, spontaneous and entirely convincing voice of protest from the women who kept the vigil outside the place on Rosenstrasse where their Jewish relatives and others were detained. I found nothing flashy, contemporary or manipulative in this depiction.<br /><br />The very absence of extreme violence (no one is shot or otherwise physically brutalized) intensified my tension, which increased incrementally as the film progressed. You keep waiting for some vicious attack to begin any minute. The somberness of the film stayed with me afterward. I awoke often later in the night I saw the film, my mind filled with bleak, melancholic, chaotic images and feelings conjured by the film. For me, that happens rarely. (In German and English). My rating: 8/10 (B+). (Seen on 05/31/05). If you'd like to read more of my reviews, send me a message for directions to my websites.<br /><br />Add: The Rosenstrasse Protest: Swept up from their forced labor jobs in what was meant to be the Final Roundup in the national capital, 1700 to 2000 Jews, mostly men married to non-Jewish women, were herded into Rosenstrasse 2-4, a welfare office for the Jewish community in central Berlin.<br /><br />Because these Jews had German relatives, many of them highly connected, Adolf Eichmann hoped that segregating them from other prisoners would convince family members that their loved ones were being sent to labor camps rather than to more ominous destinations in occupied Poland.<br /><br />Normally, those arrested remained in custody for only two days before being loaded onto trains bound for the East. But before deportation of prisoners could occur in this case, wives and other relatives got wind of what was happening and appeared at the Rosenstrasse address, first in ones and twos, and then in ever-growing numbers.<br /><br />Perhaps as many as six thousand participated in the protest, although not all at the same time. Women demanded back their husbands, day after day, for a week. Unarmed, unorganized, and leaderless, they faced down the most brutal forces at the disposal of the Third Reich.<br /><br />Joseph Goebbels, the Gauleiter (governor or district leader) of Berlin, anxious to have that city racially cleansed, was also in charge of the nation's public morale. On both counts he was worried about the possible repercussions of the women's actions. Rather than inviting more open dissent by shooting the women down in the streets and fearful of jeopardizing the secrecy of the ""Final Solution,"" Goebbels with Hitler's concurrence released the Rosenstrasse prisoners and even ordered the return of twenty-five of them who already had been sent to Auschwitz! <br /><br />To both Hitler and Goebbels, the decision was a mere postponement of the inevitable. But they were mistaken. Almost all of those released from Rosenstrasse survived the war. The women won an astonishing victory over the forces of destruction. (Adapted from an article posted at the University of South Florida website, ""A Teacher's Guide to the Holocaust."")",positive
"How Tasty Was My Little Frenchman tells a story that is alternately sad, scary and life-affirming. It ends with a brutal finale that you knew had to happen, even though you were hoping--maybe even beleiving--it wouldn't.<br /><br />Utlimately, this is the film's greatest strength: it expertly plays with your emotions and expectations, then drops a bomb on you.<br /><br />I saw this in a film theory class at USC back in the mid-'90s. It is not easy to find, but is definitely worth hunting for.",positive
"Now my friends, films like ""La Bête"" (aka ""The Beast"" or ""O Monstro"")only can be done in the old continent :),in this film we see all: horses dirty sex, nymphomaniac kind off gorilla, non sense dialogs, etc, etc, etc... In the serious terms now,its an allegory, that men sometimes could be bestial, visceral and brutal,Walerian Borowczyk (the director) shows us the loss of innocence, sexual violence, rape and brutality. Its a astonishing cinematic experience, bizarre and full of grotesque scenes. For all fans of European shocking exploitation, i recommend this film.If you like this one i recommend: ""Orloff Against the Invisible Man"" and ""Alterated States"".",positive
A touching movie. It is full of emotions and wonderful acting. I could have sat through it a second time.,positive
"The Thing is a milestone in movie-making and remains one of my favourite films of all-time. Despite the film's roots in science-fiction it is ultimately a horror film that brilliantly balances splatter with psychological trauma. Today, Over twenty five years after its release, the special effects stand up as an example of sheer brilliance and effects man Rob Bottin suffered a complete physical breakdown for his art. It would be impossible to make the same movie today as the Studio would most certainly insist on casting a female character or a Paul-Walker type.<br /><br />An all-male American Science team in Antarctica are thrown into turmoil when an alien lifeform able to perfectly absorb and imitate other lifeforms infiltrates their camp. Their trust in each other steadily crumbles as they become increasingly unsure who is real and who is an imitation, and this 'body-snatchers' scenario sees their numbers steadily dwindle as one-by-one, they fall victim to The Thing. When cornered, it manifests itself as a different nightmarish creature, the metamorphosis always horrific and compelling.<br /><br />The helplessness, isolation and claustrophobia of a team of desperate men with no way out of their situation and no way of help reaching them is expertly sustained. The long hours of darkness and the mounting snowfall provide a bleak backdrop to the terror that unfolds. Director John Carpenter selected with great care a team of brilliant character-actors and each member of the team fits perfectly into the part they play, whether it be the young and street-wise chef, the elderly and wise Doctor or the bitter and cynical helicopter pilot. The point is that no-one here comes close to being an all-American badass superhero with blonde locks and a six-pack and the film's real strength is thanks in no small part to this stark realism. The people suffering on-screen are recognisable in our daily lives.<br /><br />The Thing remains consistently enjoyable and affecting even after repeated viewings. I have now seen the film on more than twenty separate occasions and my amazement at the quality of the direction, the acting and the special effects is unwavering. My girlfriend prefers the high-school spin-off of the film -The Faculty- which is good and solid entertainment but far more light-hearted and whistful. She still loves and acknowledges the brilliance of The Thing however, and thank goodness for that... Because I could not remain in the company of someone who didn't love this movie.<br /><br />A classic and then some.",positive
"With an opening segment that imitates the music and cinematography of Todd Haynes's Safe (1995), David Lynch uses dream, myth and warped notions of reality to tell the fractured story of a failed bit-part Hollywood actress/waitress, Diane Selwyn, let down by fame and her own demons and obsessed with Camilla Rhodes, who is engaged to hotshot director Adam Kesher.<br /><br />The film effectively takes place in Diane's drug-fueled head; we are witness to her crazy distortions, her wish-fulfillments, regrets, obsessions and fears. Using the dream narrative as a way of presenting two notions of reality in conflict, Lynch does not simplify the opposition between reality and fantasy but actively entangles them. The last 45 minutes are as dream-like as what came before; and the troublesome air of detached, otherworldly ambiguity still pervades, fracturing the seemingly secure distinction between reality and dream we expect to see in films about nightmares and dreams.<br /><br />Lynch's film borrows from many films, old and new, but ultimately is a film unlike any other with the exception of the director's own Lost Highway and Blue Velvet. It constantly challenges the viewer to interpret what is seen, not only intuitively but intellectually. Yet it is not as pretentious as one would have imagined because Lynch makes us sympathize with the protagonist despite her murderous deeds - an element that was missing in all of his other films except the Straight Story. He does this by presenting Diane's dream alter-ego, Betty, as a wholesome Canadian farm girl destined for fame. Lynch also presents us with an intriguing story that affirms and negates in equal measure. Are Camilla and Diane really lovers or just friends? Who is the blue-lady? What does she signify? Who is the bum behind Winkies? What is the significance of the rotting corpse at Sierra Bonita? Does Aunt Ruth really exist? Is silencio an abstraction of hell or perhaps a self-referential take on the film's status as fiction? Lynch isn't prepared to answer any question he poses, choosing instead to present his ""love story in the city of dreams"" as a set of interconnected abstractions and motifs.<br /><br />The acting is top rate, especially Naomi Watts as Diane Selwyn/Betty, who is yet to eclipse this performance. Laura Harring has the requisite Hayworthesque allure as Camilla/Rita, while Adam Theroux as Adam brings an freewheeling arrogance and sublimated paranoid aggression to his role. It was staggering and a grave injustice that not one of them was even nominated for an Academy Award.<br /><br />This is a film that demands to be seen and analyzed closely. The mystery at the heart of the film remains in Lynch's hands but half the fun is finding consistent ideas from the maze of seeming incongruities that he presents. Upon closer inspection there is a definite sense of a puzzle, perhaps an incomplete jigsaw that teases us with closure but denies the imaginary plenitude of narrative coherence. Ultimately, this is Lynch's key film.",positive
"When dirty dancing was on TV in the middle of last year I was out so I didn't get to see it, my mum swore that I had seen it and that she had it on tape somewhere. Anyway getting to the point she couldn't find her video so for Christmas I bought her the DVD, well she hasn't had a look in. It sat around for a while then one night I decided to take it upstairs to watch and I fell in love with it. This is a great film with lots of lovely scenes! I love the plot and enjoyed every moment of it! It's definitely not for everyone but if you love a love story then you will want to watch Dirty Dancing again and again! Dirty Dancing - The Way Love Is Meant To Be!",positive
"Cuban Blood is one of those sleeper films that has a lot to say about life in a very traditional way. I actually watched it while sailing around Cuba on a western Caribbean cruise. It details the life of an 11 year old boy in a small town in Cuba in 1958 and 1959 during the revolution. Not much time is spent on the revolution until the very end, when the Socialist regime came and took the property of the boy's father. The majority of the film is the boy's coming of age and the relationships that arise in a small town where everyone knows everyone else. There are some powerful scenes that everyone can relate to. A class A film with fine acting and directing. This is a film that tells a story with no special effects or grand schemes or real twists. It is a film about people and their lives, their mistakes, and their triumphs. A good film worth watching several times annually.",positive
"This was a wonderful little film that truly was creative and fun--something you see all too seldom in movies. The film begins in Russia just after the fall of the Communist government. As a result, society seems to be in chaos and life has yet to improve now that the old regime is gone. Dirty cities, crime and lack of housing still plague the poor residents of St. Petersburg.<br /><br />Into this scene of bleakness and uncertainty comes an idealistic music teacher. He is among those without a home and he FINALLY gets a letter from the government that tells him he has a tiny room in a nearby flat. When he arrives, the place is a mess but the people seem friendly enough so they all have a lovely party. In the middle of the night, they are awakened by an old lady walking out of the giant wardrobe in the room (I was half expecting Lucy and the other kids from THE LION, THE WITCH AND THE WARDROBE to come out, but they didn't). They are too shocked to do anything at first but decide soon to investigate. Instead of just being a clothes closet, the wardrobe opens into Paris! How the residents of the flat respond to this magical gateway is really intriguing. Some, like the music teacher, are thrilled and in awe. Most of the others are more pragmatic and are mostly concerned with looting everything from Paris before the gateway closes once and for all! These Russian thieves are awful people--greedy, coarse and crude but down deep---VERY DEEP--are hearts of gold. I like how this is a metaphor for the nation now on the brink of Capitalism. At first, they run amok grabbing everything they can and only later do they reveal some depth--but mostly they act much like guests on THE JERRY SPRINGER SHOW! The film has many twists and turns and is both funny and mesmerizing. About the only negative is that due to some harsh language and a nude scene (albeit, a very funny one), this is not a film for kids. This is a real shame, as with some very minor editing, this could have been a great family film.",positive
"""A Fare to Remember"" is a totally derivative, almost ridiculous movie, but has a warmth about it that makes it a very effective and upbeat holiday movie. It stars a pretty newcomer, Challen Kates, as a high-powered ad executive who, right before her wedding, has to rush from L.A. to Seattle to keep a client who has rejected every other presentation. She has transportation difficulties from the beginning and seemingly no money. This is the first dumb thing - were there no ATMs anywhere? She must make a fortune. At any rate, she meets a cab driver (Warner) who looks like a homeless man, and he drives her to her presentation and when she emerges with a huge box of beef jerky (the client's product), he's there to take her to the airport. All flights are canceled, so in order to get to L.A. for her wedding, she hires him to take her there.<br /><br />Along the way, they bond and learn from each other. It's a very sweet movie though there is absolutely nothing new in it - it combines ""Six Days and Seven Nights"" and a few other films. But the chemistry between the stars is good, they're likable, and the acting is good. Look for Jerry Springer as the head of the beef jerky company and a cameo by Karl Malden.<br /><br />This is a nice film to take in over the holiday season. It's on Lifetime.",positive
"Karim Hussain's masterpiece of art/gore--this cat is definitely a talent to look out for. We have in this several longer vignettes interspliced with some shorter segues. This is all in all a very powerful film that relies on its intense graphic imagery and symbolism and it is not for all viewers.<br /><br />The film kicks off with a short called OVARIAN EYEBALL. Very short segment that has a nude woman placed on a table naked. An unseen woman's hand covers the supine woman's face with a red cloth and makes an incision in her abdomen out of which an eyeball stalk is extracted. I've got nothing too much to comment on this one due to its brevity.<br /><br />HUMAN LARVAE is one of the films lynchpins and it is a totally unflinching portrayal of a perverse act committed by a disturbed man who has an incestuous love for his pregnant sister. This is one of those ""must be seen to be believed"" type things. I will say that this film has some of the best effects I've seen in an indie horror film but the subject matter will make this an undeniably unpleasant experience for most (not me though--I live for this!).<br /><br />REBIRTH could have been cut out of this film all together. This is the film's weakest segment and it has a bunch of nude people f!cking bloody holes in a field and whatnot. Very short but this one kind of blows the film's momentum.<br /><br />RIGHT BRAIN/MARTYRDOM is one of the most profane representations of religious imagery that I have ever seen and it totally kicks ass. Think ""P iss Christ"" or menstrual blood paintings of the Virgin Mary. Very hard sexual/sexually violent/gory imagery is presented in this piece and it is definitely not for anyone who will be offended by sacrilege.<br /><br />Subconscious Cruelty is one of the best films I've seen under the banner of extreme horror it will be a very divisive film amongst horror fans and the filmgoing public in general. Some will call it trash, some will call it brilliant. I don't see much middle ground. I thought this film was pretty damn original and I will recommend it to anyone who is adventurous enough to try it. 9/10.",positive
"Coming at the end of the cycle of the Universal Monsters horror films, and before the Golden Age of sci-fi films, House of Dracula is more science fiction than horror and incorporates some of the more cheesy {read:enjoyable} elements which would come to typify the sci-fi films of the coming era. Lon Chaney Jr. plays the Wolf Man, and John Carradine, Dracula and Glenn Strange, the Frankenstein monster.<br /><br />A mad scientist sets out to ""cure"" both monsters of their ""sicknesses"" by means of modern {read:mad} science. When the scientist's beautiful nurse-assistant is revealed to be a hunchback early in the film, the viewer is thereby alerted to the fact this film is not going to be typical Universal fare; this film foreshadows the kind of sleazy exploitation we would come to take for granted in 1950's sci-fi.<br /><br />If you don't mind the slower pacing of the older films and black & white does not throw you off, this film is recommended viewing. Afaik, this one is not currently available on DVD, but AMC airs it occasionally, so keep a lookout, or you could always wishlist it on your TiVo!",positive
"This film is one that played very well back in 1932 and probably wouldn't work as well today because its style it a bit old fashioned and contrived. However, if you are the sort person, like me, who adores older Hollywood films, you cut the film a bit of slack and can enjoy it for what it is--an interesting soap.<br /><br />The film is set in a ward for problem pregnancies. In this large room are about a half dozen beds in which women are waiting to give birth--but doctors are concerned about possible complications (yikes--such a room would really traumatize the mothers!). And, like an episode of ""Love Boat"" or ""Fantasy Island"", each mother has her own special story. With so many rather extreme and crazy stories, you have to suspend disbelief. I could and enjoyed the film quite a bit.<br /><br />Here are a few of the stories: One involves a father. You don't see the mom, but he is a very, very nervous father and it's included for comic relief. However, he was wonderful here--very touching.<br /><br />Loretta Young and Eric Linden are a sad case. Loretta is sent to the hospital from prison--she apparently killed some horrible guy. You don't know exactly what occurred, but you assume he was trying to force himself on her! Yet, she was given a 20 year sentence--and her husband is devoted to her and is by her side as much as he can.<br /><br />Glenda Farrell is an awful person. She has the maternal instincts of a hamster--a really, really bad and alcoholic hamster! She is pretty funny and worth seeing through most of the film. I loved her drinking from a hot water bottle filled with gin as well as becoming upset when she learns she can't make money selling her twins!! Late in the film, she has a typical Hollywood-style change of heart that was supposed to be touching--I found it contrived.<br /><br />There is a woman who has given birth to a still-born baby. Amazingly, afterwords, they put the lady back in the same ward as the women waiting to give birth!!! A crazy woman, who you assumed lost a baby some time ago,wanders down from the psychiatric unit. She insists she's having a baby. Later, she escapes again and actually takes one of the kids!<br /><br />There are most stories than this but the ones I mentioned are the main ones. As I said, it's a soap opera of sorts and is highly entertaining--and quite sad in the case of several of the stories. The ending, in particular, is heart-breaking and exceptionally well done. There were a few particularly good performances--especially Farrell and Aline MacMahon as the head nurse. All in all, a very good film--and I have no idea why they felt they had to remake the film just a few years later (which was typical for Warner Brothers).",positive
"If you like Jamie Foxx,(Alvin Sanders),""Date From Hell"",'01, you will love his acting as a guy who never gets an even break in life and winds up messing around with Shrimp, (Jumbo Size) and at the same time lots of gold bars. Alvin Sanders has plenty of FBI eyes watching him and winds up getting hit by a brick in the jaw, and David Morse,(Edgar Clenteen), ""Hack"" '02 TV Series, decides to zero in on poor Alvin and use him as a so called Fish Hook to attract the criminals. There is lots of laughs, drama, cold blood killings and excellent film locations and plenty of expensive cars being sent to the Junk Yard. Jamie Foxx and David Morse were outstanding actors in this film and it was great entertainment through out the entire picture.",positive
"I saw this mini-series when I was in high school. I remember it as being absolutely brilliant and compelling. At the time, I knew none of the British actors in the series, but have since learned that some of today's stars performed in it, including Sean Connery (the original James Bond among many other roles), Judi Dench (Queen Elizabeth in ""Shakespeare in Love"" among many other roles) and Eilene Atkins (probably best known for creating ""Upstairs/Downstairs"" but also superb in many acting roles). Like the other commentator, I would like to see it again. I'm certain the production remains timeless, and I would hope that it has been or will be released on VHS or DVD. If you get a chance to see it, do not miss it.",positive
